C_1,C_2,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11,A_12,A_13,A_14,A_15,w8,w6,w4,w10,w1,w0,nf8,nf6,nf4,nf10,nf1,nf0,l8,l6,l4,l10,l1,l0,gdc,idd,gbw,pm
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,9.949999999999999E-5,1.78E-5,1.2999999999999998E-6,1.0E-6,1.79E-5,3.0,7.0,7.0,5.0,7.0,1.0,8.8E-7,9.399999999999999E-7,8.9E-7,6.0E-7,3.0E-7,7.2E-7,51.926,3.4478E-4,6.0963E7,60.399
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1E-6,9.709999999999999E-5,2.02E-5,2.0E-6,1.0E-6,1.35E-5,3.0,7.0,7.0,7.0,1.0,1.0,9.1E-7,9.399999999999999E-7,7.900000000000001E-7,8.0E-7,3.0E-7,7.7E-7,53.887,2.7864E-4,4.7054E7,71.959
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,9.109999999999999E-5,1.42E-5,7.699999999999999E-6,1.0E-6,1.77E-5,3.0,3.0,5.0,3.0,7.0,1.0,9.3E-7,9.399999999999999E-7,8.1E-7,6.0E-7,3.0E-7,6.4E-7,51.687,3.3198E-4,6.1147E7,61.298
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,6.819999999999999E-5,2.43E-5,7.9E-6,6.4E-6,9.059999999999999E-5,3.0,5.0,3.0,1.0,3.0,3.0,8.299999999999999E-7,8.4E-7,7.399999999999999E-7,9.000000000000001E-7,3.0E-7,6.499999999999999E-7,52.112,3.0386E-4,5.4681E7,62.935
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.19E-5,2.35E-5,5.999999999999999E-6,6.4E-6,8.96E-5,1.0,3.0,5.0,1.0,3.0,3.0,8.2E-7,8.4E-7,7.7E-7,9.3E-7,3.1E-7,6.9E-7,52.689,3.2342E-4,5.5117E7,61.162
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.429999999999999E-5,2.42E-5,5.0999999999999995E-6,5.999999999999999E-6,9.03E-5,3.0,3.0,7.0,1.0,1.0,3.0,7.399999999999999E-7,8.0E-7,7.2E-7,9.3E-7,3.0E-7,6.4E-7,52.409,3.2178E-4,5.6902E7,62.781
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.329999999999999E-5,2.56E-5,2.66E-5,6.099999999999999E-6,8.149999999999999E-5,3.0,5.0,5.0,1.0,1.0,3.0,8.499999999999999E-7,8.2E-7,8.2E-7,8.6E-7,3.1E-7,5.7E-7,50.519,3.107E-4,5.8477E7,64.21
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,6.929999999999999E-5,2.59E-5,8.8E-6,6.899999999999999E-6,9.14E-5,3.0,3.0,3.0,1.0,1.0,3.0,9.1E-7,8.4E-7,7.7E-7,9.000000000000001E-7,3.2E-7,6.4E-7,51.729,2.849E-4,5.2039E7,63.729
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,6.79E-5,2.7E-5,2.97E-5,5.7999999999999995E-6,7.12E-5,3.0,5.0,5.0,1.0,1.0,1.0,8.9E-7,8.299999999999999E-7,8.299999999999999E-7,8.9E-7,3.3E-7,6.4E-7,51.246,3.2104E-4,5.9452E7,63.261
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.379999999999999E-5,2.43E-5,4.2E-6,6.4E-6,8.84E-5,1.0,5.0,5.0,1.0,3.0,3.0,8.299999999999999E-7,7.7E-7,7.399999999999999E-7,8.6E-7,3.1E-7,6.6E-7,52.394,3.2763E-4,5.8158E7,60.751
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.329999999999999E-5,2.56E-5,2.42E-5,6.099999999999999E-6,8.149999999999999E-5,3.0,5.0,5.0,1.0,1.0,3.0,8.2E-7,8.2E-7,8.2E-7,8.6E-7,3.1E-7,5.4E-7,50.086,3.3827E-4,6.4746E7,62.97
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,6.73E-5,1.6E-5,7.499999999999999E-6,4.2999999999999995E-6,4.6099999999999996E-5,3.0,5.0,7.0,3.0,5.0,7.0,9.3E-7,8.9E-7,7.7E-7,9.3E-7,3.7E-7,6.3E-7,51.584,3.1148E-4,5.4524E7,63.297
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,8.56E-5,1.6E-5,3.9E-6,4.2999999999999995E-6,5.12E-5,3.0,7.0,7.0,3.0,5.0,7.0,9.3E-7,8.6E-7,7.7E-7,9.3E-7,3.2E-7,6.3E-7,52.324,2.4253E-4,4.0702E7,68.553
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,8.13E-5,1.82E-5,6.699999999999999E-6,4.2999999999999995E-6,4.2999999999999995E-5,3.0,5.0,7.0,5.0,5.0,7.0,9.3E-7,8.699999999999999E-7,7.7E-7,9.3E-7,3.7999999999999996E-7,5.599999999999999E-7,50.935,3.2759E-4,6.1214E7,62.389
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,1.0E-4,2.27E-5,6.4E-6,2.8E-6,3.9399999999999995E-5,5.0,5.0,3.0,7.0,3.0,7.0,8.299999999999999E-7,8.8E-7,8.8E-7,8.699999999999999E-7,3.3E-7,7.0E-7,53.433,3.1347E-4,5.4901E7,61.102
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1E-6,9.03E-5,2.34E-5,2.21E-5,1.8E-6,3.0299999999999998E-5,3.0,5.0,1.0,5.0,1.0,7.0,8.8E-7,9.000000000000001E-7,8.499999999999999E-7,7.1E-7,3.1E-7,8.4E-7,54.034,3.013E-4,5.0546E7,62.618
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,9.489999999999999E-5,2.4E-5,6.5E-6,2.4E-6,3.01E-5,3.0,5.0,3.0,7.0,5.0,7.0,8.1E-7,9.200000000000001E-7,8.9E-7,7.799999999999999E-7,3.2E-7,6.3E-7,52.205,3.4306E-4,6.2673E7,63.319
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.8E-5,3.11E-5,1.16E-5,3.0E-6,4.9199999999999997E-5,3.0,5.0,1.0,7.0,1.0,7.0,8.0E-7,9.399999999999999E-7,9.000000000000001E-7,7.2E-7,3.0E-7,8.3E-7,53.501,3.1733E-4,5.3713E7,62.099
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,9.36E-5,2.3899999999999998E-5,6.199999999999999E-6,2.8E-6,3.5E-5,5.0,5.0,3.0,7.0,3.0,7.0,9.000000000000001E-7,9.1E-7,8.9E-7,7.900000000000001E-7,3.3E-7,6.699999999999999E-7,52.684,2.9568E-4,5.3304E7,64.929
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1E-6,1.0E-4,2.43E-5,9.0E-6,2.4E-6,3.5799999999999996E-5,1.0,1.0,3.0,3.0,1.0,5.0,9.4E-7,9.4E-7,9.3E-7,6.4E-7,3.4E-7,7.2E-7,53.034,3.2659E-4,5.7297E7,60.095
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,8.24E-5,2.45E-5,9.100000000000001E-6,3.5999999999999994E-6,5.23E-5,5.0,3.0,1.0,7.0,3.0,7.0,8.9E-7,9.200000000000001E-7,9.000000000000001E-7,8.6E-7,3.1E-7,5.900000000000001E-7,51.638,3.3438E-4,6.4265E7,60.491
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1E-6,9.779999999999999E-5,2.93E-5,6.799999999999999E-6,4.2E-6,6.489999999999999E-5,5.0,5.0,3.0,7.0,3.0,7.0,8.4E-7,9.1E-7,9.1E-7,8.499999999999999E-7,3.0E-7,6.800000000000001E-7,52.945,3.3093E-4,5.8714E7,60.084
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,9.68E-5,2.68E-5,3.2E-6,3.5999999999999994E-6,4.709999999999999E-5,7.0,5.0,3.0,7.0,3.0,7.0,9.399999999999999E-7,9.000000000000001E-7,8.9E-7,8.1E-7,3.3E-7,6.3E-7,52.017,3.4946E-4,6.4238E7,60.359
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,8.549999999999999E-5,2.68E-5,1.8E-5,4.5E-6,6.759999999999999E-5,5.0,5.0,3.0,7.0,3.0,7.0,9.399999999999999E-7,9.200000000000001E-7,8.9E-7,7.900000000000001E-7,3.0E-7,5.900000000000001E-7,51.246,2.9682E-4,5.7853E7,61.809
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,9.659999999999999E-5,2.49E-5,9.6E-6,4.8E-6,6.989999999999999E-5,5.0,3.0,3.0,7.0,3.0,7.0,8.699999999999999E-7,9.200000000000001E-7,8.9E-7,8.699999999999999E-7,3.0E-7,5.3E-7,50.811,3.0906E-4,6.0308E7,61.84
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.12E-5,2.55E-5,5.7E-6,3.1E-6,5.1699999999999996E-5,3.0,3.0,7.0,3.0,1.0,1.0,8.299999999999999E-7,8.699999999999999E-7,7.1E-7,7.399999999999999E-7,3.0E-7,9.0E-7,54.98,2.9871E-4,5.1682E7,61.524
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.29E-5,2.15E-5,4.1E-6,3.0E-6,5.209999999999999E-5,3.0,3.0,7.0,3.0,1.0,1.0,8.299999999999999E-7,7.900000000000001E-7,7.3E-7,7.799999999999999E-7,3.0E-7,7.8E-7,54.42,3.0077E-4,5.4746E7,60.596
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.39E-5,2.03E-5,2.07E-5,2.5999999999999997E-6,3.95E-5,3.0,5.0,1.0,1.0,1.0,1.0,9.399999999999999E-7,9.000000000000001E-7,7.799999999999999E-7,6.9E-7,3.1E-7,7.8E-7,53.453,2.6118E-4,4.7581E7,65.117
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,6.39E-5,2.35E-5,8.8E-6,3.2E-6,4.5199999999999994E-5,1.0,3.0,3.0,1.0,1.0,1.0,9.399999999999999E-7,8.499999999999999E-7,6.9E-7,8.4E-7,3.0E-7,8.7E-7,55.002,2.6831E-4,4.5384E7,67.78
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1E-6,7.57E-5,2.7799999999999998E-5,4.399999999999999E-6,2.8E-6,4.2999999999999995E-5,5.0,7.0,3.0,3.0,1.0,1.0,9.3E-7,8.699999999999999E-7,9.3E-7,8.0E-7,3.0E-7,7.0E-7,53.21,3.3295E-4,6.2214E7,62.67
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.68E-5,1.3000000000000001E-5,1.4E-5,2.6999999999999996E-6,3.9099999999999995E-5,3.0,7.0,7.0,1.0,1.0,5.0,9.1E-7,9.000000000000001E-7,6.4E-7,6.800000000000001E-7,3.4E-7,5.2E-7,50.599,3.2256E-4,6.4485E7,61.621
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,6.86E-5,1.75E-5,1.17E-5,3.0E-6,4.2999999999999995E-5,3.0,5.0,5.0,1.0,1.0,1.0,8.699999999999999E-7,8.9E-7,6.499999999999999E-7,7.399999999999999E-7,3.2E-7,7.3E-7,53.407,2.9266E-4,5.3524E7,64.338
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,6.86E-5,1.75E-5,2.02E-5,3.0E-6,4.2999999999999995E-5,3.0,5.0,5.0,1.0,3.0,5.0,8.9E-7,8.9E-7,6.499999999999999E-7,8.299999999999999E-7,3.2E-7,5.8E-7,51.533,3.4975E-4,6.899E7,60.507
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,6.9E-5,1.5E-5,1.59E-5,2.1000000000000002E-6,3.45E-5,3.0,3.0,3.0,1.0,1.0,1.0,8.6E-7,9.000000000000001E-7,6.9E-7,8.0E-7,3.0E-7,6.1E-7,52.646,3.092E-4,6.0972E7,63.903
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,6.44E-5,1.94E-5,6.3E-6,2.6999999999999996E-6,3.78E-5,3.0,5.0,3.0,3.0,1.0,1.0,9.200000000000001E-7,8.299999999999999E-7,7.5E-7,8.4E-7,3.3E-7,6.499999999999999E-7,52.688,3.2754E-4,6.3797E7,62.277
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,6.36E-5,2.16E-5,3.9E-6,2.5999999999999997E-6,3.78E-5,1.0,5.0,1.0,1.0,1.0,1.0,9.399999999999999E-7,7.900000000000001E-7,7.900000000000001E-7,7.799999999999999E-7,3.1E-7,8.2E-7,54.516,2.914E-4,5.1046E7,65.126
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,8.47E-5,1.39E-5,7.0E-6,1.0E-6,6.5E-6,5.0,5.0,7.0,1.0,1.0,1.0,8.699999999999999E-7,8.4E-7,8.299999999999999E-7,8.299999999999999E-7,8.7E-7,7.599999999999999E-7,53.986,3.4983E-4,5.9304E7,61.282
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,8.92E-5,2.43E-5,9.0E-6,7.2999999999999996E-6,2.31E-5,3.0,5.0,7.0,1.0,5.0,1.0,9.1E-7,9.1E-7,8.6E-7,8.4E-7,7.9E-7,5.900000000000001E-7,51.035,3.3097E-4,5.718E7,67.224
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,8.97E-5,2.7799999999999998E-5,1.35E-5,9.0E-6,2.51E-5,3.0,7.0,7.0,1.0,5.0,1.0,9.399999999999999E-7,9.4E-7,9.1E-7,8.9E-7,9.0E-7,6.1E-7,51.067,3.3129E-4,5.6683E7,65.452
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,8.92E-5,2.43E-5,1.23E-5,7.1E-6,2.31E-5,3.0,5.0,7.0,1.0,5.0,1.0,9.1E-7,9.200000000000001E-7,9.3E-7,8.4E-7,8.3E-7,5.900000000000001E-7,50.915,3.4385E-4,5.946E7,65.112
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,8.56E-5,2.65E-5,1.53E-5,7.2999999999999996E-6,2.4599999999999998E-5,3.0,7.0,7.0,1.0,5.0,1.0,9.000000000000001E-7,9.1E-7,8.9E-7,8.6E-7,8.1E-7,6.499999999999999E-7,51.498,3.4422E-4,5.8439E7,65.236
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.999999999999999E-5,1.87E-5,2.15E-5,1.0E-6,1.98E-5,3.0,1.0,3.0,5.0,1.0,3.0,8.1E-7,8.0E-7,9.4E-7,9.4E-7,3.0E-7,6.9E-7,53.872,3.4142E-4,6.2972E7,60.188
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,6.489999999999999E-5,1.24E-5,1.0700000000000001E-5,1.9E-6,2.97E-5,5.0,1.0,7.0,3.0,1.0,3.0,8.8E-7,8.9E-7,5.399999999999999E-7,7.1E-7,3.0E-7,6.2E-7,52.542,2.9877E-4,5.7234E7,67.087
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.67E-5,1.77E-5,9.9E-6,2.4E-6,3.4399999999999996E-5,3.0,1.0,5.0,1.0,3.0,3.0,8.0E-7,8.499999999999999E-7,7.3E-7,7.1E-7,3.0E-7,5.8E-7,51.937,3.3479E-4,6.4345E7,64.092
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.01E-5,1.31E-5,8.7E-6,1.2999999999999998E-6,1.84E-5,5.0,1.0,7.0,5.0,3.0,3.0,8.9E-7,8.9E-7,6.1E-7,7.799999999999999E-7,3.0E-7,5.4E-7,51.7,3.4545E-4,6.9093E7,66.55
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.369999999999999E-5,1.83E-5,1.92E-5,1.5E-6,2.24E-5,3.0,1.0,5.0,5.0,3.0,5.0,8.6E-7,8.699999999999999E-7,7.1E-7,7.900000000000001E-7,3.0E-7,6.699999999999999E-7,52.978,3.1765E-4,5.9664E7,65.218
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,8.24E-5,1.33E-5,9.100000000000001E-6,1.4E-6,2.08E-5,3.0,1.0,3.0,5.0,3.0,3.0,9.200000000000001E-7,9.399999999999999E-7,7.799999999999999E-7,8.9E-7,3.0E-7,4.8E-7,51.182,3.1758E-4,6.5192E7,65.06
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.999999999999999E-5,1.87E-5,2.15E-5,1.0E-6,1.92E-5,3.0,1.0,3.0,5.0,1.0,3.0,8.1E-7,7.799999999999999E-7,9.4E-7,9.399999999999999E-7,3.0E-7,6.9E-7,53.879,3.3467E-4,6.1511E7,61.321
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.939999999999999E-5,1.44E-5,1.91E-5,1.5E-6,2.6399999999999998E-5,3.0,1.0,5.0,5.0,3.0,3.0,8.699999999999999E-7,8.6E-7,8.4E-7,7.7E-7,3.0E-7,5.8E-7,51.966,3.27E-4,6.2758E7,60.553
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.68E-5,2.81E-5,7.9E-6,5.899999999999999E-6,2.19E-5,5.0,8.0,5.0,5.0,5.0,7.0,9.3E-7,8.4E-7,8.9E-7,7.799999999999999E-7,7.9E-7,6.6E-7,51.315,3.4772E-4,5.8194E7,65.921
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,9.379999999999999E-5,2.2499999999999998E-5,1.0E-6,4.1E-6,1.52E-5,5.0,7.0,3.0,1.0,1.0,5.0,9.399999999999999E-7,9.4E-7,9.4E-7,7.7E-7,9.0E-7,5.3E-7,50.308,3.4584E-4,6.2442E7,64.939
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,8.17E-5,2.5699999999999998E-5,4.2E-6,4.5E-6,5.599999999999999E-5,7.0,7.0,7.0,7.0,8.0,5.0,9.3E-7,9.4E-7,7.399999999999999E-7,9.3E-7,3.0E-7,7.3E-7,53.078,3.2125E-4,5.5046E7,64.314
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,8.01E-5,1.72E-5,3.14E-5,2.5999999999999997E-6,3.78E-5,5.0,7.0,7.0,7.0,7.0,3.0,9.200000000000001E-7,9.3E-7,7.1E-7,9.399999999999999E-7,3.0E-7,6.800000000000001E-7,52.85,3.065E-4,5.6572E7,61.897
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.36E-5,2.5699999999999998E-5,4.2E-6,4.5E-6,5.989999999999999E-5,7.0,1.0,7.0,7.0,7.0,5.0,9.399999999999999E-7,9.399999999999999E-7,7.399999999999999E-7,9.3E-7,3.0E-7,7.3E-7,52.992,3.3139E-4,5.7533E7,62.423
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,9.8E-5,2.4E-5,1.77E-5,3.2999999999999997E-6,3.8299999999999996E-5,5.0,7.0,7.0,7.0,7.0,1.0,8.9E-7,9.399999999999999E-7,8.9E-7,9.399999999999999E-7,3.0E-7,6.1E-7,52.156,3.0401E-4,5.7296E7,66.317
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,8.159999999999999E-5,2.97E-5,1.15E-5,5.0999999999999995E-6,5.9999999999999995E-5,5.0,5.0,5.0,7.0,7.0,1.0,9.1E-7,9.200000000000001E-7,9.000000000000001E-7,9.399999999999999E-7,3.0E-7,6.1E-7,51.494,3.2116E-4,6.132E7,64.357
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,9.869999999999999E-5,2.4E-5,3.6299999999999995E-5,3.3999999999999996E-6,4.1899999999999995E-5,5.0,7.0,5.0,7.0,7.0,3.0,8.9E-7,9.3E-7,9.000000000000001E-7,8.8E-7,3.0E-7,5.7E-7,51.245,3.1363E-4,6.0297E7,64.526
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.41E-5,2.23E-5,1.13E-5,4.2E-6,5.34E-5,5.0,5.0,8.0,7.0,7.0,1.0,9.1E-7,9.000000000000001E-7,7.399999999999999E-7,8.1E-7,3.0E-7,5.8E-7,51.097,3.4655E-4,6.8596E7,62.218
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,8.829999999999999E-5,2.06E-5,3.3299999999999996E-5,3.4999999999999995E-6,5.1699999999999996E-5,3.0,7.0,7.0,1.0,1.0,1.0,8.4E-7,9.1E-7,9.000000000000001E-7,9.3E-7,3.2E-7,6.1E-7,51.923,3.1287E-4,5.862E7,61.941
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,9.989999999999999E-5,2.4599999999999998E-5,5.0999999999999995E-6,3.8E-6,5.5599999999999996E-5,3.0,7.0,7.0,7.0,1.0,1.0,8.4E-7,9.1E-7,9.000000000000001E-7,9.1E-7,3.2E-7,7.2E-7,53.645,2.8232E-4,5.0044E7,62.746
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,9.999999999999999E-5,2.12E-5,3.31E-5,3.4999999999999995E-6,5.4699999999999995E-5,3.0,5.0,5.0,7.0,1.0,1.0,8.4E-7,9.1E-7,9.1E-7,9.3E-7,3.2E-7,6.800000000000001E-7,52.994,2.8247E-4,5.0421E7,61.624
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,6.34E-5,2.59E-5,4.6E-6,4.1E-6,4.0799999999999996E-5,5.0,3.0,5.0,1.0,7.0,1.0,8.6E-7,8.9E-7,7.2E-7,9.1E-7,3.1E-7,6.9E-7,52.46,3.3998E-4,5.9919E7,68.536
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,9.35E-5,3.01E-5,1.11E-5,4.0E-6,3.3799999999999995E-5,3.0,3.0,7.0,1.0,7.0,1.0,8.0E-7,9.4E-7,8.8E-7,9.200000000000001E-7,3.4E-7,6.4E-7,52.149,3.4685E-4,6.1755E7,67.932
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.46E-5,3.02E-5,5.5E-6,4.9999999999999996E-6,8.02E-5,5.0,5.0,5.0,1.0,1.0,1.0,9.399999999999999E-7,9.4E-7,9.000000000000001E-7,9.4E-7,3.0E-7,7.1E-7,53.174,2.8767E-4,5.3118E7,61.996
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,6.47E-5,2.17E-5,1.83E-5,4.1E-6,6.709999999999999E-5,3.0,7.0,5.0,3.0,1.0,3.0,9.000000000000001E-7,8.699999999999999E-7,7.900000000000001E-7,8.9E-7,3.1E-7,6.6E-7,52.238,3.1122E-4,5.8393E7,60.37
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,6.309999999999999E-5,2.41E-5,1.53E-5,4.0E-6,7.259999999999999E-5,3.0,5.0,3.0,1.0,1.0,5.0,9.1E-7,9.000000000000001E-7,8.1E-7,9.4E-7,3.0E-7,8.3E-7,54.273,2.7446E-4,4.7016E7,60.883
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.41E-5,2.99E-5,3.01E-5,4.6E-6,6.58E-5,3.0,7.0,3.0,3.0,1.0,1.0,8.9E-7,8.299999999999999E-7,9.000000000000001E-7,8.6E-7,3.1E-7,6.2E-7,51.453,3.2915E-4,6.4293E7,61.389
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,6.529999999999999E-5,3.06E-5,1.53E-5,4.6E-6,6.879999999999999E-5,5.0,7.0,3.0,1.0,1.0,1.0,9.000000000000001E-7,7.799999999999999E-7,8.8E-7,8.6E-7,3.1E-7,8.3E-7,53.799,3.0011E-4,5.1754E7,61.893
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.45E-5,2.31E-5,1.15E-5,4.8E-6,7.97E-5,3.0,5.0,5.0,7.0,1.0,3.0,9.000000000000001E-7,8.9E-7,8.1E-7,9.000000000000001E-7,3.0E-7,6.0E-7,51.638,2.9254E-4,5.6558E7,61.438
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.91E-5,2.63E-5,6.5999999999999995E-6,5.7E-6,8.84E-5,5.0,5.0,5.0,7.0,3.0,1.0,9.3E-7,9.4E-7,8.4E-7,9.3E-7,3.0E-7,6.499999999999999E-7,52.161,2.9589E-4,5.5772E7,60.186
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.25E-5,2.99E-5,5.5E-6,4.9999999999999996E-6,8.02E-5,5.0,7.0,5.0,1.0,1.0,1.0,9.399999999999999E-7,9.4E-7,8.6E-7,9.3E-7,3.0E-7,7.1E-7,53.125,2.9246E-4,5.4262E7,61.842
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.439999999999999E-5,3.509999999999999E-5,1.16E-5,4.2999999999999995E-6,6.549999999999999E-5,5.0,5.0,5.0,3.0,1.0,1.0,9.3E-7,8.9E-7,9.200000000000001E-7,8.699999999999999E-7,3.1E-7,8.0E-7,53.704,3.0707E-4,5.5197E7,60.768
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.489999999999999E-5,2.86E-5,5.299999999999999E-6,5.5E-6,7.68E-5,3.0,7.0,3.0,5.0,3.0,1.0,9.3E-7,8.499999999999999E-7,8.8E-7,8.699999999999999E-7,3.1E-7,8.1E-7,53.764,2.6581E-4,4.5905E7,62.879
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.85E-5,2.21E-5,1.83E-5,4.2E-6,6.78E-5,3.0,7.0,5.0,5.0,1.0,3.0,9.000000000000001E-7,8.699999999999999E-7,8.1E-7,8.499999999999999E-7,3.1E-7,6.2E-7,51.974,2.9415E-4,5.6592E7,60.864
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,6.929999999999999E-5,2.41E-5,3.8599999999999996E-5,4.5E-6,6.489999999999999E-5,5.0,5.0,3.0,7.0,1.0,1.0,9.399999999999999E-7,8.4E-7,9.200000000000001E-7,7.599999999999999E-7,3.0E-7,5.599999999999999E-7,50.166,3.0346E-4,5.9852E7,64.454
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.08E-5,2.3199999999999998E-5,4.399999999999999E-6,5.299999999999999E-6,6.91E-5,3.0,7.0,3.0,8.0,5.0,3.0,9.1E-7,8.4E-7,8.4E-7,7.900000000000001E-7,3.0E-7,5.5E-7,50.219,3.1415E-4,6.1417E7,63.357
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,7.35E-5,3.14E-5,2.35E-5,3.8E-6,5.519999999999999E-5,5.0,5.0,7.0,3.0,1.0,1.0,9.3E-7,8.8E-7,8.9E-7,8.299999999999999E-7,3.1E-7,7.3E-7,52.76,3.1273E-4,5.8209E7,62.488
